#GENE	ALL_0.1%	%ALL_0.1%
ARHGAP44	-1.49	3.63
ARHGAP5	-0.55	20.02
ARHGAP6	-0.56	19.73
ARHGAP8	2.3	98.33
ARHGAP9	-0.33	30.9
ARHGDIA	-0.25	35.42
ARHGDIB	-0.05	49.76
ARHGDIG	-0.16	41.91
ARHGEF1	-1.84	2.07
ARHGEF10	-1.02	8.11
ARHGEF10L	-0.76	13.45
ARHGEF11	-1.71	2.5
ARHGEF12	-0.32	30.94
ARHGEF15	0.54	81.09
ARHGEF16	0.25	69.57
ARHGEF17	-0.75	13.75
ARHGEF18	0.66	84.19
ARHGEF19	1	90.72
ARHGEF2	-0.93	9.61
ARHGEF25	-0.02	52.15
ARHGEF26	0.58	82.31
ARHGEF3	-0.29	33.34
ARHGEF33	1.06	91.47
ARHGEF35	NA	NA
ARHGEF37	1.18	92.83
ARHGEF38	NA	NA
ARHGEF4	-0.55	19.93
ARHGEF40	-0.23	37.13
ARHGEF5	NA	NA
ARHGEF6	0.64	83.98
ARHGEF7	-1.04	7.8
ARHGEF9	-0.12	44.89
ARID1A	-2.67	0.74
ARID1B	-2.62	0.8
ARID2	-1.76	2.33
ARID3A	-0.42	25.64
ARID3B	-0.22	37.43
ARID3C	0.53	80.82
ARID4A	-1.19	5.85
ARID4B	-0.44	24.63
ARID5A	-0.42	25.64
ARID5B	-1.04	7.83
ARIH1	-0.14	42.88
ARIH2	-0.29	32.94
ARL1	0.06	58
ARL10	-0.05	49.76
ARL11	0.7	85.42
ARL13A	0.06	58.26
ARL13B	-0.05	50.22
ARL14	0.31	72.23
ARL14EP	-0.07	48.12
ARL14EPL	NA	NA
ARL15	-0.16	41.25
ARL16	-0.01	53.19
ARL17A	NA	NA
ARL17B	NA	NA
ARL2	-0.07	48.12
ARL2BP	0.13	62.74
ARL3	-0.12	44.54
ARL4A	-0.08	47.79
ARL4C	0.04	56.25
ARL4D	-0.27	33.97
ARL5A	-0.03	51.04
ARL5B	-0.05	49.39
ARL5C	1.73	96.5
ARL6	-0.1	46.2
ARL6IP1	-0.14	42.88
ARL6IP4	NA	NA
ARL6IP5	-0.14	43.29
ARL6IP6	-0.01	53.51
ARL8A	-0.08	47.79
ARL8B	0.28	70.87
ARL9	NA	NA
ARMC1	-0.32	31.46
ARMC10	0.13	63.2
ARMC12	-0.07	48.78
ARMC2	-0.55	19.93
ARMC3	0.56	81.67
ARMC4	1.12	92.09
ARMC5	0.25	69.69
ARMC6	-0.84	11.28
ARMC7	0.37	75.29
ARMC8	-0.25	35.75
ARMC9	0.25	69.62
ARMCX1	-0.41	26.23
ARMCX2	-0.49	22.36
ARMCX3	0.13	62.74
ARMCX4	NA	NA
ARMCX5	-0.25	35.75
ARMCX6	NA	NA
ARMS2	0.72	85.92
ARNT	-0.53	20.7
ARNT2	-0.84	11.36
ARNTL	-0.34	30.37
ARNTL2	0.55	81.55
ARPC1A	-0.52	21.2
ARPC1B	-0.34	30.56
ARPC2	-0.25	35.42
ARPC3	0.13	62.74
ARPC4	0.15	63.81
ARPC4-TTLL3	-0.71	14.67
ARPC5	-0.25	35.42
ARPC5L	-0.08	47.79
ARPP19	-0.01	52.85
ARPP21	-0.18	40.56
ARR3	-0.23	37.32
ARRB1	-0.84	11.18
ARRB2	-0.67	15.62
ARRDC1	0.11	62.1
ARRDC2	0.45	77.98
ARRDC3	-0.1	46.49
ARRDC4	0.46	78.59
ARRDC5	-0.36	29.31
ARSA	0.16	64.82
ARSB	0.02	55.61
ARSD	0.18	66.07
ARSE	0.29	71.51
ARSF	0.36	74.66
ARSG	0.31	72.75
ARSH	1.45	95.12
ARSI	-1.04	7.8
ARSJ	-0.09	46.92
ARSK	-0.27	34.82
ART1	1.04	91.31
ART3	0.22	68.27
ART4	0.93	89.79
ART5	2.17	98.05
ARTN	NA	NA
ARV1	0.33	73.27
ARVCF	-0.05	48.95
ARX	NA	NA
AS3MT	0.55	81.38
ASAH1	0.51	80.31
ASAH2	NA	NA
ASAH2B	NA	NA
ASAH2C	NA	NA
ASAP1	-1.24	5.46
ASAP2	-1.26	5.31
ASAP3	-0.19	39.25
ASB1	-0.52	21.2
ASB10	0.2	67.46
ASB11	0.15	64.61
ASB12	0.49	79.38
ASB13	-0.18	40.36
ASB14	-0.73	14.02
ASB15	0.49	79.52
ASB16	1.58	95.77
ASB17	0.15	64.32
ASB18	NA	NA
ASB2	-0.39	27.03
ASB3	0.15	64.74
ASB4	-0.58	18.59
ASB5	-0.51	21.56
ASB6	-0.09	46.99
ASB7	-0.34	30.07
ASB8	-0.29	32.94
ASB9	-0.12	44.54
ASCC1	0.8	87.49
ASCC2	0.58	82.32
ASCC3	0.13	63.21
ASCL1	NA	NA
ASCL2	NA	NA
ASCL3	0.59	82.51
ASCL4	NA	NA
ASCL5	NA	NA
ASF1A	0.04	56.25
ASF1B	-0.43	25.15
ASGR1	-0.27	34.32
ASGR2	-0.36	29.16
ASH1L	-1.8	2.22
ASH2L	-0.27	34.6
ASIC1	-0.49	22.36
ASIC2	-0.49	22.51
ASIC3	0.25	69.62
ASIC4	0.4	76.45
ASIC5	-0.51	21.73
ASIP	NA	NA
ASL	-0.98	8.85
ASMT	0.13	63.57
ASMTL	2.17	98.04
ASNA1	-0.54	20.26
ASNS	-0.03	51.92
ASNSD1	0.22	68.44
ASPA	-0.12	45.13
ASPDH	0.68	84.93
ASPG	0.56	81.71
ASPH	-1.24	5.52
ASPHD1	-0.36	28.93
ASPHD2	-0.42	25.56
ASPM	1.76	96.74
ASPN	NA	NA
ASPRV1	-0.25	36.07
ASPSCR1	-0.69	15.32
ASRGL1	-0.31	31.93
ASS1	-0.51	21.65
ASTE1	7.61E-05	53.98
ASTL	0.71	85.73
ASTN1	-1.1	6.98
ASTN2	-2.27	1.26
ASUN	-0.2	38.82
ASXL1	0.17	65.77
ASXL2	NA	NA
ASXL3	-0.67	15.87
ASZ1	-0.34	30.56
ATAD1	-0.21	38.28
ATAD2	-0.93	9.75
ATAD2B	0.25	69.57
ATAD3A	0.12	62.21
ATAD3B	2.17	98.03
ATAD3C	2.89	99.14
ATAD5	-0.05	48.95
ATAT1	-0.16	41.91
ATCAY	-0.54	20.54
ATE1	-0.49	22.51
ATF1	0.26	70.06
ATF2	-0.71	14.4
ATF3	0.1	61.28
ATF4	1.02	91.02
ATF5	0.06	58.74
ATF6	0.42	77.23
ATF6B	0.13	63.57
ATF7	-0.65	16.36
ATF7IP	0.47	78.86
ATF7IP2	0.07	59.11
ATG10	1.08	91.8
ATG12	0.15	64.11
ATG13	-0.62	17.31
ATG14	-0.31	31.93
ATG16L1	0.15	64.51
ATG16L2	-0.67	15.86
ATG2A	-1.06	7.58
ATG2B	0.49	79.38
ATG3	0.04	56.64
ATG4A	0.04	56.64
ATG4B	0.28	71.41
ATG4C	0	53.73
ATG4D	-0.58	18.72
ATG5	0.1	61.28
ATG7	-0.51	21.65
ATG9A	-0.35	29.49
ATG9B	NA	NA
ATHL1	-0.7	14.81
ATIC	0.25	69.62
ATL1	-0.58	18.44
ATL2	-0.07	48.69
ATL3	-0.14	43.57
ATM	1.53	95.51
ATMIN	-0.88	10.5
ATN1	-0.95	9.34
ATOH1	-0.11	45.26
ATOH7	0.13	62.74
ATOH8	NA	NA
ATOX1	0.15	63.81
ATP10A	1.29	93.86
ATP10B	1.38	94.52
ATP10D	0.3	72.02
ATP11A	-1.61	3.01
ATP11B	-0.44	24.6
ATP11C	-0.31	32.06
ATP12A	-1.32	4.78
ATP13A1	-1.26	5.34
ATP13A2	-1.16	6.1
ATP13A3	-0.97	8.95
ATP13A4	-1.38	4.36
ATP13A5	2.04	97.72
ATP1A1	-1	8.37
ATP1A2	-1.37	4.43
ATP1A3	-1.53	3.37
ATP1A4	0.55	81.13
ATP1B1	-0.45	24
ATP1B2	-0.34	30.37
ATP1B3	-0.21	38.28
ATP1B4	0.17	65.76
ATP2A1	-1.39	4.27
ATP2A2	-1.6	3.04
ATP2A3	-1.47	3.74
ATP2B1	-1.02	7.94
ATP2B2	-1.94	1.89
ATP2B3	-1.68	2.68
ATP2B4	-0.83	11.51
ATP2C1	-0.29	33.34
ATP2C2	-0.35	29.6
ATP4A	-0.97	8.99
ATP4B	-0.05	50.34
ATP5A1	-0.38	27.88
ATP5B	0.04	56.92
ATP5C1	-0.32	31.46
ATP5D	-0.32	31.46
ATP5E	0.26	69.83
ATP5EP2	NA	NA
ATP5F1	-0.27	34.32
ATP5G1	0.04	56.25
ATP5G2	0.01	54.95
ATP5G3	-0.1	46.2
ATP5H	-0.21	38.28
ATP5I	0.19	66.57
ATP5J	0.48	78.95
ATP5J2	0.35	73.97
ATP5J2-PTCD1	0.3	71.7
ATP5L	-0.08	47.79
ATP5L2	0.32	72.94
ATP5O	-0.05	50.01
ATP5S	0.1	61.49
ATP5SL	1.33	94.17
ATP6AP1	0.44	77.7
ATP6AP1L	0.59	82.51
ATP6AP2	0.13	63
ATP6V0A1	-0.69	15.2
ATP6V0A2	-0.62	17.47
ATP6V0A4	-0.17	40.68
ATP6V0B	-0.05	49.39
ATP6V0C	-0.14	42.88
ATP6V0D1	-0.36	28.63
ATP6V0D2	0.13	63.36
ATP6V0E1	0.04	56.25
ATP6V0E2	NA	NA
ATP6V1A	-0.43	25.15
ATP6V1B1	-0.48	22.75
ATP6V1B2	-0.45	24.33
ATP6V1C1	-0.52	21.2
ATP6V1C2	-0.02	52.09
ATP6V1D	-0.03	51.4
ATP6V1E1	0.04	56.25
ATP6V1E2	0.08	60.31
ATP6V1F	0.01	54.95
ATP6V1G1	0.41	76.67
ATP6V1G2	-0.01	52.85
ATP6V1G3	1.1	91.93
ATP6V1H	-0.73	14.02
ATP7A	0.41	76.49
ATP7B	-0.34	30.38
ATP8A1	-0.64	16.68
ATP8A2	-1.1	6.89
ATP8B1	0.1	60.76
ATP8B2	-1.66	2.75
ATP8B3	-0.45	24.22
ATP8B4	1.12	92.11
ATP9A	-1.64	2.8
ATP9B	-1.14	6.4
ATPAF1	-0.45	24
ATPAF2	-0.29	33.2
ATPBD4	0.68	84.93
ATPIF1	0.08	59.76
ATR	-1.64	2.79
ATRIP	-0.75	13.74
ATRN	0.12	62.19
ATRNL1	-1.59	3.07
ATRX	-0.93	9.75
ATXN1	-0.52	20.94
ATXN10	-1.02	7.94
ATXN1L	0.64	83.78
ATXN2	-1	8.54
ATXN2L	-1.73	2.45
ATXN3	0.28	71.27
ATXN3L	0.82	87.87
ATXN7	0.21	67.5
ATXN7L1	0.17	65.96
ATXN7L2	-0.91	10.03
ATXN7L3	-0.63	17.03
ATXN7L3B	0.08	59.43
AUH	-0.38	27.42
AUP1	0.22	68.27
AURKA	0.9	89.39
AURKAIP1	-0.07	48.35
AURKB	-0.16	41.91
AURKC	-0.21	38.58
AUTS2	-1.97	1.82
AVEN	0.8	87.54
AVIL	-0.75	13.74
AVL9	-0.36	29.31
AVP	NA	NA
AVPI1	0.42	76.81
AVPR1A	-0.25	35.99
AVPR1B	0.64	84.1
AVPR2	1.09	91.85
AWAT1	-0.21	38.58
AWAT2	0.57	81.89
AXDND1	0.61	82.93
AXIN1	-1.43	4.02
AXIN2	0.32	72.85
AXL	-0.95	9.32
AZGP1	-0.56	19.54
AZI1	2.69	98.88
AZI2	-0.41	26.23
AZIN1	-0.36	28.93
AZU1	0.4	76.31
B2M	0.1	60.96
B3GALNT1	-0.25	35.75
B3GALNT2	-0.71	14.5
B3GALT1	-0.23	37.11
B3GALT2	-0.27	34.32
B3GALT4	-0.38	27.69
B3GALT5	-0.31	31.93
B3GALT6	NA	NA
B3GALTL	0.07	58.96
B3GAT1	-0.21	38.58
B3GAT2	-0.03	51.4
B3GAT3	-0.2	38.82
B3GNT1	-0.27	33.97
B3GNT2	-0.07	48.35
B3GNT3	0.53	80.82
B3GNT4	1.07	91.61
B3GNT5	0.04	56.92
B3GNT6	NA	NA
B3GNT7	-0.05	50.34
B3GNT8	0.73	86.27
B3GNT9	NA	NA
B3GNTL1	0.11	62.14
B4GALNT1	0.26	70.52
B4GALNT2	0.8	87.69
B4GALNT3	0.48	79.05
B4GALNT4	NA	NA
B4GALT1	-0.52	21.2
B4GALT2	-0.36	29.16
B4GALT3	-0.16	41.91
B4GALT4	0.26	70.26
B4GALT5	0.19	67.03
B4GALT6	0.19	67.03
B4GALT7	-0.73	14.02
B9D1	-0.14	43.29
B9D2	-0.12	44.89
BAALC	NA	NA
BAAT	0.71	85.63
BABAM1	-0.32	31.69
BACE1	-0.76	13.33
BACE2	-0.36	29.16
BACH1	-0.33	30.82
BACH2	-0.62	17.45
BAD	-0.32	31.46
BAG1	-0.05	50.01
BAG2	-0.08	47.79
BAG3	0.11	62.14
BAG4	-0.05	50.01
BAG5	-0.07	48.54
BAG6	-1.39	4.25
BAHD1	-0.93	9.72
BAI1	NA	NA
BAI2	-1.52	3.47
BAI3	-1.74	2.39
BAIAP2	-1.4	4.22
BAIAP2L1	-0.55	19.86
BAIAP2L2	-0.45	24.19
BAIAP3	-2.15	1.47
BAK1	-0.32	31.46
BAMBI	-0.12	45.13
BANF1	-0.01	52.85
BANF2	0.5	79.89
BANK1	0.45	78
BANP	-0.82	11.77
BAP1	-0.98	8.85
BARD1	0.94	89.86
BARHL1	-0.36	28.63
BARHL2	-0.56	19.31
BARX1	NA	NA
BARX2	-0.18	40.16
BASP1	NA	NA
BATF	0.19	66.57
BATF2	0.17	65.76
BATF3	0.08	59.43
BAX	-0.6	17.75
BAZ1A	-0.66	16.07
BAZ1B	-1.61	2.95
BAZ2A	-1.39	4.32
BAZ2B	-1.42	4.06
BBC3	NA	NA
BBIP1	NA	NA
BBOX1	-0.56	19.54
BBS1	-0.26	34.88
BBS10	-0.35	29.43
BBS12	1.38	94.6
BBS2	-0.84	11.36
BBS4	0.11	62.1
BBS5	0.04	56.92
BBS7	-0.4	26.73
BBS9	1.05	91.37
BBX	0.01	54.1
BCAM	1.25	93.48
BCAN	-1.06	7.58
BCAP29	0.17	65.76
BCAP31	-0.01	53.19
BCAR1	1.53	95.51
BCAR3	0.26	69.72
BCAS1	1.47	95.28
BCAS2	0.13	62.74
BCAS3	-0.75	13.67
BCAS4	NA	NA
BCAT1	0.48	79.25
BCAT2	0.17	65.96
BCCIP	-0.71	14.4
BCDIN3D	0.13	63.2
BCHE	0.78	87.21
BCKDHA	-1.02	8.04
BCKDHB	-0.45	24
BCKDK	-0.54	20.54
BCL10	0.28	71.08
BCL11A	-1.16	6.17
BCL11B	NA	NA
BCL2	-0.19	39.68
BCL2A1	0.51	80.01
BCL2L1	-0.21	38.28
BCL2L10	NA	NA
BCL2L11	-0.25	35.75
BCL2L12	0.86	88.69
BCL2L13	0.51	80.2
BCL2L14	0.91	89.47
BCL2L15	-0.01	53.19
BCL2L2	-0.03	51.4
BCL2L2-PABPN1	-0.4	26.53
BCL3	NA	NA
BCL6	-0.46	23.57
BCL6B	-0.73	14.02
BCL7A	0.08	60.09
BCL7B	-0.21	38.28
BCL7C	-0.19	39.68
BCL9	-1.63	2.88
BCL9L	-1.47	3.73
BCLAF1	1.99	97.64
BCMO1	0.4	76.49
BCO2	1.69	96.41
BCOR	-3.03	0.51
BCORL1	-2.12	1.52
BCR	-1.25	5.36
BCS1L	-0.62	17.16
BDH1	0.42	77.16
BDH2	0.22	68.13
BDKRB1	-0.04	50.45
BDKRB2	0.4	76.36
BDNF	0.44	77.57
BDP1	2.39	98.48
BEAN1	NA	NA
BECN1	-0.18	39.95
BEGAIN	-0.6	18.06
BEND2	0.69	85.18
BEND3	-1.06	7.54
BEND4	0.24	69.37
BEND5	-0.27	34.32
BEND6	-0.34	30.07
BEND7	-0.33	30.7
BEST1	-0.22	37.66
BEST2	0.31	72.6
BEST3	0.13	63.57
BEST4	-0.6	17.75
BET1	-0.01	52.85
BET1L	-0.38	27.42
BET3L	-0.19	39.68
BEX1	-0.05	49.39
BEX2	0.64	83.63
BEX4	-0.03	51.04
BEX5	0.08	59.43
BFAR	0.06	58.85
BFSP1	0.04	57.41
BFSP2	-0.38	27.88
BGLAP	0.48	79.04
BGN	-0.16	41.91
BHLHA15	NA	NA
BHLHA9	NA	NA
BHLHB9	0.28	71.41
BHLHE22	NA	NA
BHLHE23	NA	NA
BHLHE40	-0.31	31.93
BHLHE41	NA	NA
BHMT	-0.05	50.22
BHMT2	0.17	65.96
BICC1	0.6	82.87
BICD1	-1.51	3.54
BICD2	-1.39	4.25
BID	-0.14	43.57
BIK	0.22	67.92
BIN1	-0.75	13.58
BIN2	0.69	85.18
BIN3	-0.45	24.33
BIRC2	-0.25	36.07
BIRC3	-0.53	20.7
BIRC5	0.79	87.4
BIRC6	-4.33	0.11
BIRC7	0.64	84.05
BIRC8	1.86	97.17
BIVM	-0.18	40.16
BLCAP	0.04	56.25
BLID	0.24	68.98
BLK	-0.35	29.56
BLM	-0.14	42.36
BLMH	-0.09	46.74
BLNK	-0.38	27.88
BLOC1S1	-0.16	41.25
BLOC1S2	0.15	64.11
BLOC1S3	NA	NA
BLVRA	0.06	58.74
BLVRB	0.31	72.38
BLZF1	1.28	93.77
BMF	-0.23	36.86
BMI1	-0.21	38.28
BMP1	-1.96	1.84
BMP10	0.09	60.47
BMP15	0.6	82.66
BMP2	-0.27	34.6
BMP2K	0.27	70.75
BMP3	1.07	91.61
BMP4	0.33	73.27
BMP5	0.35	74.49
BMP6	-0.34	30.56
BMP7	-0.51	21.41
BMP8A	NA	NA
BMP8B	NA	NA
BMPER	0.07	59.11
BMPR1A	-0.4	26.53
BMPR1B	-0.76	13.45
BMPR2	-0.93	9.61
BMS1	0.1	60.76
BMX	-0.12	45.13
BNC1	-1.28	5.17
BNC2	0.63	83.58
BNIP1	-0.12	45.13
BNIP2	-0.34	30.56
BNIP3	-0.01	53.19
BNIP3L	-0.21	38.28
BNIPL	0.53	80.88
BOC	-1.63	2.88
BOD1	NA	NA
BOD1L1	-0.63	16.79
BOD1L2	NA	NA
BOK	NA	NA
BOLA1	0.46	78.28
BOLA2	NA	NA
BOLA2B	NA	NA
BOLA3	0.01	54.63
BOLL	0.17	65.56
BOP1	NA	NA
BORA	-0.03	51.92
BPGM	-0.34	30.07
BPHL	0.73	86.17
BPI	2.6	98.77
BPIFA1	-0.29	32.94
BPIFA2	0.75	86.65
BPIFA3	1	90.62
BPIFB1	1.49	95.36
BPIFB2	-0.06	48.84
BPIFB3	1.14	92.33
BPIFB4	0.94	89.89
BPIFB6	1.07	91.67
BPIFC	0.89	89.24
BPNT1	0.46	78.28
BPTF	-2.55	0.86
BPY2	NA	NA
BPY2B	NA	NA
BPY2C	NA	NA
BRAF	-0.6	17.75
BRAP	-0.51	21.56
BRAT1	0.77	86.91
BRCA1	0.46	78.6
BRCA2	3.73	99.59
BRCC3	0.21	67.72
BRD1	-1.72	2.49
BRD2	-0.02	52.25
BRD3	-0.71	14.78
BRD4	-1.48	3.69
BRD7	0.35	74.58
BRD8	0.16	64.92
BRD9	-0.8	12.49
BRDT	0.78	87.26
BRE	0.35	74.37
BRF1	-2.06	1.62
BRF2	-0.49	22.65
BRI3	NA	NA
BRI3BP	-0.36	28.63
BRIP1	-0.64	16.74
BRIX1	0.08	60.09
BRK1	0.15	63.81
BRMS1	-0.14	43.57
BRMS1L	-0.01	53.19
BROX	-0.12	45.13
BRP44	0.5	79.79
BRP44L	0.26	69.83
BRPF1	-2.26	1.27
BRPF3	-1.06	7.54
BRS3	-0.36	28.63
BRSK1	-0.8	12.24
BRSK2	-1.51	3.54
BRWD1	-0.82	11.77
BRWD3	-0.49	22.65
BSCL2	-0.18	40.36
BSDC1	-0.47	23.25
BSG	-1.04	7.71
BSN	-3.96	0.19
BSND	-0.36	29.16
BSPH1	0.5	79.79
BSPRY	0.22	68.38
BST1	0.86	88.69
BST2	-0.12	44.54
BSX	0.17	65.56
BTAF1	-1.72	2.47
BTBD1	-0.16	41.64
BTBD10	-0.23	37.11
BTBD11	-0.46	23.63
BTBD16	0.6	82.9
BTBD17	NA	NA
BTBD18	0.17	65.33
BTBD2	-0.62	17.31
BTBD3	-0.03	51.92
BTBD6	-0.89	10.37
BTBD7	-0.95	9.34
BTBD8	0.64	83.9
BTBD9	-0.96	9.09
BTC	0.33	73.27
BTD	0.02	55.76
BTF3	-0.14	42.88
BTF3L4	0.06	58
BTG1	0.13	62.74
BTG2	-0.21	38.28
BTG3	-0.16	41.25
BTG4	-0.3	32.62
BTK	-0.12	44.89
BTLA	0.81	87.82
BTN1A1	0.84	88.36
BTN2A1	0.87	88.87
BTN2A2	2.25	98.2
BTN3A1	0.53	80.88
BTN3A2	0.8	87.49
BTN3A3	-0.28	33.49
BTNL2	NA	NA
BTNL3	1.29	93.8
BTNL8	2.51	98.67
BTNL9	-0.13	43.91
BTRC	-0.38	27.88
BUB1	-1.22	5.64
BUB1B	-0.06	48.87
BUB3	-0.21	38.28
BUD13	0.78	87.21
BUD31	-0.03	51.04
BVES	0.06	58.74
BYSL	0.44	77.85
BZRAP1	2.28	98.27
BZW1	-0.19	39.68
BZW2	-0.4	26.53
C10orf10	-0.03	51.66
C10orf105	1.21	93.07
C10orf107	-0.4	26.53
C10orf11	0.17	65.56
C10orf111	0.68	85.04
C10orf113	1.28	93.71
C10orf114	NA	NA
C10orf116	-0.05	49.39
C10orf118	-0.31	32.17
C10orf12	-0.12	44.12
C10orf120	0.11	62
C10orf122	1.3	93.94
C10orf126	NA	NA
C10orf128	0.68	84.93
C10orf129	0.68	85.04
C10orf131	NA	NA
C10orf137	-0.77	13.15
C10orf2	-0.78	12.97
C10orf25	0.59	82.45
C10orf32	-0.16	41.25
C10orf35	0.08	59.76
C10orf47	NA	NA
C10orf53	0.39	76.05
C10orf54	0.13	63.36
C10orf55	0.68	84.81
C10orf57	-0.16	41.25
C10orf62	0.06	58.53
C10orf67	0.04	56.64
C10orf68	0.87	88.85
C10orf71	2.59	98.76
C10orf76	-0.43	25.37
C10orf82	-0.03	51.66
C10orf88	-0.18	40.36
C10orf90	0.8	87.72
C10orf91	0.04	56.92
C10orf95	NA	NA
C10orf99	0.1	61.28
C11orf1	0.15	64.32
C11orf10	0.04	56.25
C11orf16	1.6	95.89
C11orf21	0.88	88.96
C11orf24	0.16	64.82
C11orf30	-1.95	1.88
C11orf31	0.22	67.92
C11orf35	NA	NA
C11orf40	0.8	87.49
C11orf41	-3.24	0.44
C11orf42	0	53.73
C11orf44	NA	NA
C11orf45	0.06	58.26
C11orf48	0.59	82.51
C11orf49	-0.53	20.78
C11orf52	0.41	76.67
C11orf53	-0.18	40.16
C11orf54	0.35	74.18
C11orf57	-0.21	38.58
C11orf58	0.04	56.25
C11orf63	-1.28	5.11
C11orf65	0.66	84.44
C11orf67	0.28	71.08
C11orf68	0.57	81.89
C11orf70	-0.23	36.86
C11orf71	0.28	71.08
C11orf72	NA	NA
C11orf73	0.04	56.64
C11orf74	0.19	66.82
C11orf75	-0.01	52.85
C11orf80	0.11	61.73
C11orf82	0.16	64.96
C11orf83	0.61	83.07
C11orf84	0.02	55.45
C11orf85	-0.43	25.15
C11orf86	0.06	58
C11orf87	0.04	56.64
C11orf88	1.15	92.43
C11orf9	-1.08	7.24
C11orf91	NA	NA
C11orf93	0.04	56.25
C11orf94	0.06	58.26
C12orf10	0.78	87.18
C12orf23	0.06	58
C12orf26	0.31	72.71
C12orf29	-0.1	46.49
C12orf35	2.85	99.12
C12orf36	NA	NA
C12orf39	0.06	58
C12orf4	-0.6	17.75
C12orf40	1.07	91.61
C12orf42	1.6	95.87
C12orf43	0.26	70.44
C12orf44	-0.43	25.15
C12orf45	0.28	71.27
C12orf49	0.19	67.03
C12orf5	-0.03	51.4
C12orf50	0.35	74.49
C12orf52	0.49	79.38
C12orf53	0.08	59.76
C12orf54	0.57	81.89
C12orf55	NA	NA
C12orf56	-0.25	36.07
C12orf57	-0.12	44.89
C12orf59	0.35	74.18
C12orf60	0.42	76.81
C12orf61	NA	NA
C12orf65	0.13	63
C12orf66	0.35	74.18
C12orf68	0.08	59.76
C12orf69	0.95	89.96
C12orf70	0.88	89.02
C12orf71	0.66	84.44
C12orf73	0.83	88.16
C12orf74	0.55	81.38
C12orf75	0.12	62.38
C12orf76	-0.1	46.2
C12orf77	0.66	84.35
C13orf33	-0.18	39.95
C13orf35	0.5	79.89
C13orf45	NA	NA
C14orf1	0.01	54.63
C14orf101	-0.55	19.93
C14orf102	0.28	70.88
C14orf105	0.53	80.82
C14orf118	0.08	60.31
C14orf119	0.17	65.33
C14orf126	-0.05	49.39
C14orf129	-0.03	51.04
C14orf142	0.04	56.25
C14orf149	0.33	73.41
C14orf159	1.89	97.33
C14orf164	NA	NA
C14orf166	-0.32	31.46
C14orf166B	-0.18	40.56
C14orf176	0.06	58
C14orf177	0.46	78.28
C14orf178	0.48	78.95
C14orf180	NA	NA
C14orf182	0.5	79.79
C14orf183	0.28	71.41
C14orf2	0.3	71.81
C14orf28	0.55	81.38
C14orf37	0.43	77.31
C14orf38	2.13	97.91
C14orf39	1.18	92.78
C14orf43	-0.08	47.26
C14orf45	1.42	94.89
C14orf79	-0.16	42.16
C14orf80	0.93	89.83
C14orf93	-0.54	20.54
C15orf23	1.31	94
C15orf26	-0.65	16.36
C15orf27	0.2	67.36
C15orf29	0.13	62.74
C15orf32	0.46	78.28
C15orf37	NA	NA
C15orf38	-0.56	19.31
C15orf38-AP3S2	-0.87	10.73
C15orf39	0.72	85.88
C15orf40	1.04	91.21
C15orf41	-0.01	53.51
C15orf43	0.77	86.95
C15orf44	-0.47	23.04
C15orf48	0.08	59.43
C15orf52	-0.24	36.23
C15orf53	0.24	68.98
C15orf54	0.75	86.57
C15orf55	1.43	95.02
C15orf56	NA	NA
C15orf57	0.04	56.64
C15orf59	0.24	69.21
C15orf60	-0.01	53.51
C15orf61	NA	NA
C15orf62	0.5	79.79
C15orf63	0.37	75.12
C16orf11	NA	NA
C16orf13	0.06	58.53
C16orf3	0.33	73.11
C16orf45	-0.01	53.51
C16orf46	1.02	91.02
C16orf48	0.73	86.17
C16orf5	-0.23	36.86
C16orf52	NA	NA
C16orf53	NA	NA
C16orf54	NA	NA
C16orf55	0.48	79.25
C16orf57	0.19	67.03
C16orf58	0.02	55.61
C16orf59	0.46	78.69
C16orf62	-1.21	5.69
C16orf7	-0.18	40.45
C16orf70	0.04	56.92
C16orf71	1.41	94.77
C16orf72	0.24	68.98
C16orf73	1	90.62
C16orf74	0.04	56.64
C16orf78	1.11	92.04
C16orf79	0.93	89.83
C16orf80	0.01	54.63
C16orf86	-0.32	31.46
C16orf87	0.04	56.25
C16orf88	0.04	57.41
C16orf89	0.8	87.66
C16orf90	0.06	58.53
C16orf91	0.87	88.8
C16orf92	0.24	68.98
C16orf93	-0.12	45.13
C16orf95	NA	NA
C16orf96	3.56	99.5
C16orf97	NA	NA
C16orf98	NA	NA
C17orf100	NA	NA
C17orf101	0.82	88.04
C17orf102	1.06	91.42
C17orf103	NA	NA
C17orf104	0.64	84.05
C17orf105	0.06	58
C17orf107	0.61	83
C17orf108	0.06	58
C17orf109	0.12	62.38
C17orf110	0.12	62.38
C17orf112	NA	NA
C17orf28	-1.17	6.03
C17orf47	7.61E-05	53.98
C17orf49	-0.12	44.54
C17orf50	NA	NA
C17orf51	0.08	59.43
C17orf53	0.2	67.43
C17orf58	0.66	84.27
C17orf59	NA	NA
C17orf61	0.48	78.95
C17orf62	-0.09	46.74
C17orf64	0.37	75.12
C17orf66	0.98	90.43
C17orf67	0.61	83.07
C17orf70	0.36	74.71
C17orf72	0.26	69.83
C17orf74	0.67	84.68
C17orf75	NA	NA
C17orf77	1.2	92.92
C17orf78	0.35	74.18
C17orf79	0.1	61.28
C17orf80	0.65	84.15
C17orf81	-0.05	50.22
C17orf82	NA	NA
